,Date,User,Text,Sentiment
20,2020-09-21 22:14:09,Mo,@kulmer1 $NDX if we can get a break above trend line it should recover toward 11500 next. 10775 is invalidation for… https://t.co/pYEPYz1XD8,Negative
21,2020-09-21 21:54:31,DreamTraders,$ZM 130% gains on day trade as this call went 23.00. Great pick up from last week. Traded this successfully multipl… https://t.co/iE9ikyGRos,Positive
22,2020-09-21 21:46:26,John stares at candles 🕯,"End of day scan.

Roku and some others that had a big day didn't make the below list. It won't show up with these b… https://t.co/aEhT5x8hCj",Positive
23,2020-09-21 21:43:56,Ruby Clunies,"Best trading chat room for you, https://t.co/8Ntt0XWyXa

$xle $iau $eem $iwm $jpm $qid $hyg $pton $vxrt $int $xom… https://t.co/GH94XdX5j9",Positive
24,2020-09-21 21:33:37,Mo,"$NVDA Sideways price action for sometime before it resume the upside again. 

#ES_F  #NQ_F $NQ_F $SPX $SPY $NDX… https://t.co/MFAmtmM7YN",Positive
25,2020-09-21 21:29:44,Ruby Clunies,"20k+ legit traders' best room https://t.co/8Ntt0XWyXa

$ontx $tsla $spy $aapl $nio $ino $gnus $f $bac $uvxy $qqq… https://t.co/amHSmOi8hd",Positive
26,2020-09-21 21:29:00,Mo,"$TSLA look for sideway price action before it resume the upside again 

#ES_F  #NQ_F $NQ_F $SPX $SPY $NDX $QQQ… https://t.co/Givj5KXAAQ",Positive
27,2020-09-21 21:15:28,Ruby Clunies,"Awesome group for trading https://t.co/8Ntt0XWyXa

$ontx $tsla $spy $aapl $nio $ino $gnus $f $bac $uvxy $qqq $amd… https://t.co/5eY7nxUAYO",Positive
28,2020-09-21 21:10:45,Mechanic_TRDZ,"$PTON risky short today, but with the decent intra day push felt there was some edge for this short.

Like to see w… https://t.co/y01lQAWTa0",Negative
29,2020-09-21 20:56:57,Copy Cats,"Join the most profitable trading alerts chatroom it's free....
https://t.co/Ol0UwAVfO4

$XLF $SPY $FB $CHWY $PTON… https://t.co/wC4vCnnQZB",Positive
30,2020-09-21 20:55:20,Waters Trading,We went 2/2 in day trades today! Join our free discord to trade in our community and learn about day trading. Begin… https://t.co/8YSDtmTRKr,Positive
31,2020-09-21 20:55:12,HedgeMind,"$TWCTU Two hedge funds invested $85M for 85M shares in the TWC Tech Holdings II, a new SPAC.

Glen Kacher's Light S… https://t.co/DIOkqinedt",Positive
32,2020-09-21 20:54:39,Copy Cats,"Join the most profitable trading alerts chatroom it's free....
https://t.co/Ol0UwAVfO4

$XLF $SPY $FB $CHWY $PTON… https://t.co/A1ZldzLQVn",Positive
33,2020-09-21 20:54:15,Copy Cats,"Join the most profitable trading alerts chatroom it's free....
https://t.co/Ol0UwAVfO4

$XLF $SPY $FB $CHWY $PTON… https://t.co/PJKFo3ow4B",Positive
34,2020-09-21 20:52:43,Copy Cats,"Join the most profitable trading alerts chatroom it's free....
https://t.co/Ol0UwAVfO4

$XLF $SPY $FB $CHWY $PTON… https://t.co/AMJ0FBWHRD",Positive
35,2020-09-21 20:48:46,𝐏𝐓𝟗𝟗 😷😷😷,"What a day 😝

Felt like crying 😭 when I woke up in PM but my total accounts were flat in the early morning with… https://t.co/K6pe2KSdN4",Negative
36,2020-09-21 20:47:32,Ruby Clunies,"Most profitable trading chat, Get today winning alerts https://t.co/8Ntt0XWyXa

$ontx $tsla $spy $aapl $nio $ino… https://t.co/wdH91RVUC7",Negative
37,2020-09-21 20:47:02,Michael Antonelli,First $PTON ride...a tour of Paris https://t.co/TavpDXq6J3,Positive
38,2020-09-21 20:36:16,Copy Cats,"Join the most profitable trading alerts chatroom it's free....
https://t.co/Ol0UwAVfO4

$XLF $SPY $FB $CHWY $PTON… https://t.co/AzCXaDCur8",Positive
39,2020-09-21 20:35:41,Copy Cats,"Join the most profitable trading alerts chatroom it's free....
https://t.co/Ol0UwAVfO4

$XLF $SPY $FB $CHWY $PTON… https://t.co/nkIoC14fci",Positive
40,2020-09-21 20:28:43,Option Trader,Have a great evening everyone Today’s closed and open trades trades $AMD $PTON $LVS $CRWD https://t.co/Rk8HCNQS9t,Positive
41,2020-09-21 20:28:30,Stacey Widlitz,"hi @onepeloton we are headed into lockdown over here in the land of fish and chips so im really hoping someone, any… https://t.co/5gl3wxhg4E",Positive
42,2020-09-21 20:26:48,A N N A,"Day 2 swinging my accounts as I rebuild them. Exceeded my daily goal. I can’t trust others to hold their positions,… https://t.co/WeBsH2Nznm",Positive
43,2020-09-21 20:16:50,Bob Treemore,"UK Tread Career News:  The first $PTON Tread job openings have hit Peloton's site, with the anticipated late Decemb… https://t.co/Y5S5XMORJV",Positive
44,2020-09-21 20:16:04,Ruby Clunies,"Amazing place for stocks, options, day &amp; swing trading https://t.co/8Ntt0XWyXa

$xle $iau $eem $iwm $jpm $qid $hyg… https://t.co/E2p90QNZQS",Positive
45,2020-09-21 20:06:22,jeremy day,"Just wow!!! Todays winners! All I see is green hammers on my end! Lol!

$ROKU $FSLY $ZM $TWLO $PTON $TTD $DOCU $NET… https://t.co/BywNRyURBf",Positive
46,2020-09-21 20:03:02,Leigh,"@JonahLupton I must have missed it, what did they predict for $PTON and $SHOP.. Also thoughts on $NNOX price target? https://t.co/FRwKv2ffze",Negative
47,2020-09-21 20:02:29,Dr. Dwyane,"$PTON looks like it could gap over resistance and go. 

has the moentum https://t.co/q7Q7UQZ9mg",Negative
48,2020-09-21 19:59:52,Jhon trade,"Welcome to our CHATROOM
Of Traders
https://t.co/NrFvsr0dVj

$SPY $ES_F $BA $CLVS $SRNE $DVAX $ACB $OSTK $TRIL $LK… https://t.co/DAK19fZLXx",Positive
49,2020-09-21 19:59:10,Luckeee,"$SPY $PTON $AAPL $TSLA $ROKU $SPOT $NVDA $DOCU $SHOP $W $NFLX 

On July 31st, 2020 and today the candles on the dai… https://t.co/rISsjLZ1Rc",Positive
