,Date,User,Text,Sentiment
40,2020-10-11 10:17:10,Profectus Systems,Mid cap trading model subcriptions available at Profectus Systems $NVAX $AMD $CHK $WLL $ECA $RIG $ENDP $GPRO $AUY $X $FTR $COTY $KGC $SWN,Positive
41,2020-10-11 10:00:04,PlaySharp Tradez,"The Best. Free.

FREE CHATROOM LINK IN THE BIO!

$WKHS $CHFS $SPY $TSLA $SNSS $CLSN $SPY $SYPR $CHFS $MARK $AEZA… https://t.co/GGge0gLPve",Positive
42,2020-10-11 08:30:36,James Woolley,Added a few $AMD on Friday and also been increasing my stake in $MRK to over 5%. A forward P/E of 14.6 and 13.1 is… https://t.co/iiDNSPKgj2,Positive
43,2020-10-11 05:16:16,KaZen,$AMD #AMD AMD X Xilinx was part of their mega master plan. Will double/triple my stake when this happens.,Positive
44,2020-10-11 04:17:10,Profectus Systems,Great trading models at Profectus Systems $AAPL $BAC $PG $YHOO $CHK $WFC $FB $CRM $GE $MRO $NFLX $AMZN $TSLA $SPY $VLO $JBLU $ATVI $AMD,Positive
45,2020-10-11 04:15:56,KaZen,$AMD #AMD will be difficulty for Intel Xe to duplicate Big Navi and Ampere success they just want a small pie of GP… https://t.co/ByJIvr0SO2,Positive
46,2020-10-11 04:01:46,Jimmy Jump,@DontFeedBear @Jollibeestocks I’m scalping $zm I’m in $amd after $tsm performance last week I’m in,Negative
47,2020-10-11 03:50:04,Hasan Raja,@thetradejourney @StockDweebs @DontFeedBear yeah Monday/Tuesday we'll find a reentry in $AMD,Negative
48,2020-10-11 03:39:34,Tall Paul,"@DruciferTurak I have, just started a couple months ago. Got $AAPL $MSFT $TSLA and currently eyeing $AMD",Negative
49,2020-10-11 03:11:38,Stock Raven,@DontFeedBear What would you do if you had $AMD 10/16 88C in big loss?,Positive
50,2020-10-11 03:08:04,🇬🇷 TMH 🇦🇺,@Skillz52116024 Saying that the 10th gen processors weren’t coming out until end of 2020.. (6 mo delay) those expec… https://t.co/vItwTIDD3O,Negative
51,2020-10-11 02:31:46,Navin,$AMD good resistance at 83.10 and sign of trend reversal. If it breaks 83.10 and Monday closes above this level the… https://t.co/CF57uCtIvm,Negative
52,2020-10-11 02:20:47,scoobytrades,@DontFeedBear I’m eyeing that $AMD 12/18 90c 👀,Negative
53,2020-10-11 02:20:40,Straw Hat Stocks,@DontFeedBear Great picks for the week Brock! I like the diversity. Already in on $AMD and been in $TSM for a while… https://t.co/uLzA1P8EYo,Positive
54,2020-10-11 02:20:00,David Beharall,$spy $es $adbe $amzn $msft $aal $roku $baba $crm $googl $fb $intu $mrvl $atvi $twtr $orcl $lrcx $amd $nvda $tsla… https://t.co/yJdGuQX7ZD,Negative
55,2020-10-11 02:09:14,Walnut Ave Value,@Ggwashington1 @hareng_rouge @dopamine_uptake Really curious as to why Lattice is AMD2.0 (other than Anderson being… https://t.co/81KQ6i7Kcy,Negative
56,2020-10-11 01:50:07,D. Pearce SSC,@heydave7 @jmath29 @raptor_tesla Probably $AMD,Positive
57,2020-10-11 01:40:00,David Beharall,$kodk $uavs $gnus $gevo $zom $chgg $dynt $spaq $spy $amd $qqq $xela $xers $idex $appl $bioc $biol $ibio $ktov $bngo… https://t.co/t4p8t2sAQN,Positive
58,2020-10-11 01:18:03,Mike,"@Scorpio244 $aapl $amd $spy $amzn $Talal you have been posting bearish comments since March, and turned bullish a c… https://t.co/edcGq2hBRC",Negative
59,2020-10-11 01:05:00,David Beharall,$amzn $fb $love $work $aapl $amd $mnta $gld $twr $slv $xom $wmt $ccl $hd $xle $spy $iwm #stocksucks $spg $mcd $mfa… https://t.co/JPrUPN67yr,Negative
60,2020-10-11 00:25:00,David Beharall,"$smh, $amd, $xlnx, $nvda, $qcom, $lrcx, $aapl, $tsla, $tan, $spaq, $amzn, $zm, $tdoc, $docu, $rh, $cvna, $pton, $fb… https://t.co/P2ZTSvKwXz",Negative
61,2020-10-10 23:50:00,David Beharall,$spy $qqq $amzn $nvda $ba $tsla $baba $amd $aapl $nflx $twtr $aal $nio $ino $oxy $ccl $fb $uso $dal $twlo $ugaz… https://t.co/14D34l8zka,Negative
62,2020-10-10 23:48:49,DJ Mikey Moran,@TwinsightPro $NIO $AMD $NVDA $CRM $SQ $PTON $AAPL $JKS $OSTK $FVRR please discuss charts on these. Thank you,Negative
63,2020-10-10 23:45:44,Panda Options 🐼,"@SolopreneurOnYT $AMD chart posted in thread, TY!",Negative
64,2020-10-10 23:35:00,David Beharall,$tsla $gevo $mdgs $mvis $aapl $wwr $gpor $tlry $aal $xlnx $pacd $nio $spy  $wkhs $uvxy $slv $nvcr $kodk $spy $dkng… https://t.co/3Df4yEO1qf,Positive
65,2020-10-10 23:26:35,Ahmed Elaasar,"@afortunetrading Would love to see a chart and get your take on $DKNG after 5 straight red days. Also $ASML, $BABA,… https://t.co/vQfDiKdIr8",Negative
66,2020-10-10 23:17:59,Cap,"Current watchlist: $ABT, $AMD, $AAPL, $CERN, $CRWD $DOCU, $FVAC, $IMMR, $IPOC, $NIO, $PBI, $PINS, $PYPL, $TSLA,… https://t.co/x31eRykuJQ",Positive
67,2020-10-10 23:15:00,David Beharall,$spy $qqq $amzn $nvda $ba $tsla $baba $amd $aapl $nflx $twtr $aal $nio $ino $oxy $ccl $fb $uso $dal $twlo $ugaz… https://t.co/jZN1NOViqa,Negative
68,2020-10-10 23:00:00,David Beharall,$spy $qqq $amzn $nvda $ba $tsla $baba $amd $aapl $nflx $twtr $aal $fb $uso $dal $twlo $uber $ugaz $dis $roku $tvix… https://t.co/do9aOghE5I,Negative
69,2020-10-10 22:45:00,David Beharall,$wkhs $btc.x $jks $pcg $rbac $dphc $alks $irbt $ew $go $ge $snmw $axas $vvpr $amd $gme $aapl $aal $usws $fcel $gnus… https://t.co/7OoS3qhO5G,Negative
70,2020-10-10 22:29:00,David Beharall,$ppsi $nakd $wwr $jagx $cbat $aapl $ipoc $nio $ge $xlf $ogen $xtnt $f $oas $optt $aal $amd $crbp $plug $ccl $xspa… https://t.co/EL5GK65S8D,Negative
71,2020-10-10 22:24:08,ZingaaKid,"#SPY trading plan 10/12 

344.7 holds then 346.7 then 351.3

344.7 gives then 338.6 then 335

$SPX $NDX #ES_F $SPY… https://t.co/kLs4xVqQ64",Positive
72,2020-10-10 22:16:23,coolfight45,$amd go back to 85 on Monday ik u want to ;),Negative
73,2020-10-10 21:54:50,Stefan,@TwinsightPro $AMD PLS,Negative
74,2020-10-10 21:50:00,David Beharall,$tsla $gevo $mdgs $mvis $aapl $wwr $gpor $tlry $aal $xlnx $pacd $nio $spy $wkhs $uvxy $slv $nvcr $kodk $spy $dkng… https://t.co/p8xNqcT7bW,Positive
75,2020-10-10 21:35:31,Jacob Clos,"I have a great feeling about this coming week!!!!  

$LINK 🚀🚀🚀
$THETA 🚀🚀🚀
$OPTI primed for take off 🚀🚀
$BBRW accumu… https://t.co/b6AyobsIAl",Positive
76,2020-10-10 21:33:08,jon,"@japor3 Hi, J! Yes, entered long on inside + up. Context is important for me, so I'm aware of $AMD/$XLNX + $NXPI, p… https://t.co/gueGq1JlYQ",Positive
77,2020-10-10 21:05:50,KaZen,$AMD #AMD Milan Server CPU will be the beast before I estimated between 30 to 45% performance uplift over Rome if I… https://t.co/j1gcpOI0AV,Negative
78,2020-10-10 20:29:16,Sh0kDynasty 💰📈,@courtney_handd @globalseangmai1 $UPS $WMT $ADMP... next week I’m getting into $AMD $DKNG $LOW,Negative
79,2020-10-10 20:28:34,Moose,@MoneyMan Invest in $FSLY &amp; $AMD they good tech companies,Positive
80,2020-10-10 20:27:19,Wild Ace,@MookTrader How can you expect it to pop to $120 (and how soon) if the deal likely involves all-stock? That would d… https://t.co/PRec8LXNg5,Positive
81,2020-10-10 20:26:36,Moose,@MoneyMan $FSLY $AMD,Positive
82,2020-10-10 19:56:42,Navin,@ftwleve It’s already done on Friday it’s at major support once it crosse 83.10 it’s next resistance level is 85.10… https://t.co/IFbULRU6fF,Positive
83,2020-10-10 19:47:15,Anthony,$AMD stock will tank if it’s not a reasonable price for the acquisition. Looking to buy on that weakness,Positive
84,2020-10-10 19:25:00,Santina Effertz,$AMD $IDEX $AAL $QQQ $Y $TQQQ $IGC $IWM $BAC $WFC $UVXY $KODK $VXX $PCG $BABA $NTEC $GDX $AMZN $NIO $JPM $UBER $DAL… https://t.co/YcQi642op9,Negative
85,2020-10-10 19:15:15,BuyAndHopeInvestor,$AMD owners didn't like the $XLNX acquisition news. Still above the 21 day EMA and 50 day SMA so 😎 for now.,Negative
86,2020-10-10 19:15:00,Santina Effertz,$SPY $QQQ $ATH $CCL $AMD $AAPL $MSFY $BA $IMO $YOLO $CHK $MGM $MU $NKLA $GDEN $SPY $DAL $WFC $JETS $ROKU $NOK $OXY… https://t.co/zysegvmu8h,Negative
87,2020-10-10 19:04:09,Julio Von Matterhorn,@DontFeedBear I am late to the party reading this thread after watching your $AMD/ $APPL vid again &amp; creating my ow… https://t.co/8ddVqsJBEe,Positive
88,2020-10-10 19:02:09,Josh,"Weekend charting session! Add a name to the list and I’ll see what I can do! 

$SPY $QQQ $AMZN $AAPL $TSLA $ZM… https://t.co/BkHGx8nzo2",Positive
89,2020-10-10 19:00:00,Santina Effertz,$BABA $TSLA $TAOP $JFK $CEMI $SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $Kodk $AAPL $ESE $SPCE… https://t.co/xcArQQ8eqp,Positive
90,2020-10-10 18:59:20,M.Ible Enterprises (Mik †),@davideneco25320 Scary. Plus $AMD is moving to a new node next year. Pack it up for Intel. Nvidia is now in the cross hairs. 😈,Negative
91,2020-10-10 18:30:00,Santina Effertz,$PPSI $NAKD $WWR $JAGX $CBAT $AAPL $IPOC $NIO $GE $XLF $OGEN $XTNT $F $OAS $OPTT $AAL $AMD $CRBP $PLUG $CCL $XSPA… https://t.co/Kk4Fgjkxvr,Negative
92,2020-10-10 18:20:00,Santina Effertz,$C $GNW $EWZ $FXI $VIAC $PTON $SNAP $ABEV $DAL $ITRM $GDX $VXX $FB  $LQD $GOLD $TZA $ITUB $XPEV $HAL $NCTY $CPE… https://t.co/QAISErRjbz,Positive
93,2020-10-10 18:13:18,Donny Regan,@IgnoreNarrative @StockMarketHats $AMD (surprising potential acq. of $XLNX is a big curve ball for its short-term prospects though),Positive
94,2020-10-10 18:05:00,Santina Effertz,$PPSI $NAKD $WWR $JAGX $CBAT $AAPL $IPOC $NIO $GE $XLF $OGEN $XTNT $F $OAS $OPTT $AAL $AMD $CRBP $PLUG $CCL $XSPA… https://t.co/FqoXdNNYMm,Negative
95,2020-10-10 18:00:00,Santina Effertz,$SPY $TSLA $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $Kodk $AAPL $ESE $SPCE $FCEL $TRIP $BYND $MRNA $NOK… https://t.co/ur9QEDphrP,Positive
96,2020-10-10 17:54:07,Trading Stocks On YouTube 💵 📈,@carlosmesa69 @Tony_BATtista @krisbatt @tastytrade The only thing scary than this is my $AMD covered calls right now!,Negative
97,2020-10-10 17:42:45,Showstopper,"$SPY, $QQQ, $IWM
*Summary 10/9*
**+** : $ROKU, $DDOG, $GOOGL, $BABA, $FSLY, 
**-** :  $ZM,
**B/E** :$AAPL,$SHOP
**Holding** :  $AMD(9/25)",Positive
98,2020-10-10 17:40:00,Santina Effertz,$ABEV $DAL $ITRM $GDX $VXX $FB $UVXY $CSCO $SAIL $LQD $GOLD $TZA $ITUB $XPEV $HAL $NCTY $CPE $CBAT $XLP $TWTR $AAPL… https://t.co/0eJ8YahqWP,Positive
99,2020-10-10 17:36:37,Sargeant Cheeseburger,@OptionsMike What do you think of $amd?,Negative
